81.3,75.7449207981,70.1623610409,64.5798076752,59.0099383675,55.7753656255,55.7183107819
80.5,74.9449450415,69.3623745843,63.7798111121,58.2111650453,55.0372318371,54.9852490719
79.7,74.1449414106,68.5623737308,62.9798161546,57.4175821363,54.5259594011,54.496608908
78.9,73.3449450465,67.7623767648,62.1798227212,56.6257300189,53.9639553433,53.9469051786
78.1,72.5449468107,66.9623787618,61.3798309894,55.8372311869,53.4180359962,53.4124887361
77.3,71.744949069,66.162381041,60.5798419747,55.0531327037,52.8712006497,52.8742702672
76.5,70.9449512112,65.3623832505,59.7798567506,54.2749796136,52.3269659143,52.3370161736
75.7,70.144953392,64.5623854839,58.9798769913,53.504664797,51.7839976824,51.7995315731
74.9,69.3449555715,63.7623877166,58.1799050444,52.7444423617,51.2422297414,51.2621120871
74.1,68.544957759,62.9623899558,57.3799442763,51.996817733,50.7013687738,50.7246814489
73.3,67.7449599516,62.1623922004,56.5799994867,51.264335751,50.1612386593,50.1872567593
72.5,66.9449621495,61.3623944524,55.7800775205,50.5492695739,49.6216854635,49.6498321433
71.7,66.1449643522,60.5623967138,54.9801881308,49.8532775425,49.0825900855,49.112407739
70.9,65.3449665594,59.7623989877,54.1803452029,49.1771360475,48.5438571382,48.5749823953
70.1,64.5449687709,58.9624012791,53.3805684892,48.5206456119,48.0054110916,48.0375554472
69.3,63.7449709863,58.1624035953,52.5808860621,47.8827358061,47.4671919866,47.5001262345
68.5,62.9449732055,57.3624059472,51.7813377763,47.2617105054,46.9291522969,46.9626941911
67.7,62.1449754282,56.5624083511,50.9819801436,46.6555358596,46.3912543607,46.4252587991
66.9,61.3449776543,55.7624108311,50.1828931716,46.062090969,45.8534683503,45.8878195809
66.1,60.5449798836,54.962413423,49.3841899114,45.4793444898,45.3157706539,45.3503760861
65.3,59.7449821159,54.1624161798,48.5860296951,44.9054565064,44.7781425896,44.8129278829
64.5,58.944984351,53.3624191794,47.7886363155,44.33882255,44.2405693837,44.2754745507
63.7,58.144986589,52.5624225368,46.9923226439,43.7780798004,43.703039359,43.7380156748
62.9,57.3449888296,51.762426421,46.1975232988,43.2220919188,43.1655432913,43.2005508417
62.1,56.5449910726,50.9624310801,45.4048367084,42.6699238244,42.6280738977,42.663079636
61.3,55.7449933182,50.1624368778,44.6150768145,42.1208133422,42.0906254319,42.1256016377
60.5,54.944995566,49.3624443463,43.829332038,41.5741435442,41.5531933622,41.5881164205
59.7,54.1449978161,48.5624542631,43.0490240386,41.0294176457,41.0157741172,41.0506235503
58.9,53.3450000684,47.7624677627,42.2759506131,40.4862371641,40.4783648837,40.5131225841
58.1,52.5450023229,46.9624864977,41.5122866262,39.9442834215,39.9409634464,39.9756130703
57.3,51.7450045795,46.1625128719,40.7605086533,39.4033021564,39.403568062,39.4380945477
56.5,50.9450068383,45.3625503766,40.0232128264,38.8630908815,38.8661773581,38.900566546
55.7,50.1450090994,44.5626040745,39.3028229996,38.3234885881,38.3287902543,38.3630285865
54.9,49.345011363,43.7626812971,38.6012390488,37.7843674153,37.7914058992,37.8254801822
54.1,48.5450136295,42.9627926439,37.9195280389,37.245625941,37.2540236209,37.2879208391
53.3,47.7450158995,42.1629534168,37.257769419,36.7071837979,36.7166428875,36.7503500573
52.5,46.9450181741,41.3631856701,36.615106685,36.1689773644,36.1792632761,36.2127673319
51.7,46.1450204549,40.5635211367,35.989967369,35.6309563233,35.6418844482,35.6751721549
50.9,45.3450227448,39.7640053919,35.3803553881,35.0930809176,35.1045061303,35.1375640165
50.1,44.545025048,38.9647037568,34.7841236176,34.5553197651,34.5671280985,34.5999424073
49.3,43.7450273717,38.1657096307,34.1991761607,34.0176481198,34.0297501661,34.0623068198
48.5,42.9450297266,37.3671561789,33.6235914358,33.4800464902,33.4923721743,33.5246567508
47.7,42.14503213,36.5692325859,33.0556805186,32.9424995421,32.9549939839,32.9869917039
46.9,41.3450346091,35.7722063902,32.4940015532,32.4049952269,32.4176154696,32.4493111912
46.1,40.545037206,34.9764536513,31.9373484546,31.8675240911,31.8802365147,31.9116147365
45.3,39.745039987,34.1824986788,31.3847268767,31.3300787287,31.3428570069,31.3739018776
44.5,38.9450430549,33.3910644006,30.8353255765,30.7926533472,30.8054768354,30.836172169
43.7,38.1450465695,32.6031325049,30.2884877655,30.2552434242,30.2680958873,30.2984251847
42.9,37.3450507781,31.8200082951,29.743684757,29.7178454355,29.730714046,29.7606605211
42.1,36.5450560631,31.0433777406,29.2004928571,29.180456641,29.1933311885,29.2228778
41.3,35.7450630133,30.2753333579,28.6585736955,28.6430749146,28.6559471837,28.6850766708
40.5,34.9450725337,29.5183342111,28.1176578097,28.1056986109,28.1185618906,28.1472568143
39.7,34.1450860109,28.7750619278,27.5775311286,27.5683264596,27.5811751567,27.6094179447
38.9,33.3451055639,28.0481528497,27.0380239474,27.0309574827,27.0437868162,27.071559813
38.1,32.5451344218,27.3398352695,26.4990019964,26.4935909294,26.5063966887,26.5336822087
37.3,31.7451774916,26.6515652645,25.9603592426,25.9562262251,25.9690045773,25.9957849635
36.5,30.9452422074,25.9837889313,25.422012109,25.4188629314,25.4316102673,25.4578679524
35.7,30.1453397995,25.3359200536,24.8838948464,24.8815007148,24.8942135245,24.9199310967
34.9,29.3454871796,24.7065254221,24.3459558359,24.3441393227,24.3568140932,24.3819743653
34.1,28.5457097343,24.0936258344,23.8081546404,23.806778564,23.8194116949,23.8439977767
33.3,27.7460454432,23.4950030441,23.2704596566,23.2694182948,23.2820060262,23.3060013999
32.5,26.9465509226,22.9084411695,22.7328462493,22.732058407,22.7445967573,22.7679853557
31.7,26.1473102386,22.3318811588,22.1952952679,22.1946988195,22.2071835297,22.2299498169
30.9,25.3484476654,21.763499378,21.6577918717,21.6573394717,21.6697659545,21.6918950091
30.1,24.5501459791,21.2017327846,21.1203245981,21.1199803179,21.1323436108,21.1538212098
29.3,23.7526723465,20.6452719501,20.5828846261,20.5826213241,20.594916043,20.6157287483
28.5,22.9564143063,20.0930375827,20.0454651947,20.0452624645,20.0574827596,20.0776180042
27.7,22.1619284789,19.5441505342,19.5080611444,19.5079037195,19.5200432308,19.5394894062
26.9,21.3700039533,18.9979010006,18.9706685564,18.9705450741,18.9825968869,19.0013434298
26.1,20.5817397823,18.4537198384,18.4332844693,18.4331865162,18.4451431163,18.4631805951
25.3,19.7986301067,17.9111532444,17.8959066575,17.8958280363,17.9076812645,17.9250014638
24.5,19.0226393601,17.3698411211,17.3585334584,17.3584696263,17.3702106317,17.3868066358
23.7,18.2562334331,16.8294989767,16.8211636378,16.8211112792,16.8327304724,16.8485967456
22.9,17.5023155063,16.2899029946,16.2837962856,16.2837529888,16.295239994,16.310372458
22.1,16.7640123963,15.750877837,15.7464307355,15.7463947491,15.7577383566,15.7721344639
21.3,16.0442919483,15.212286752,15.2090665033,15.2090365543,15.2202246721,15.2338834756
20.5,15.3454749027,14.6740235881,14.6717032399,14.6716783987,14.6826980055,14.6956202217
19.7,14.6687986053,14.1360063761,14.1343406956,14.1343202765,14.145157375,14.1573454418
18.9,14.0142109475,13.5981721843,13.5969786931,13.5969621813,13.6076017537,13.6190598818
18.1,13.3804728077,13.0604730075,13.0596171074,13.0596041068,13.0700300723,13.0807642882
17.3,12.7654939804,12.5228724896,12.5222558511,12.5222460459,12.5324412215,12.5424594032
16.5,12.1667435654,11.9853433186,11.9848948631,11.9848879912,11.9948340568,12.0041459591
15.7,11.5816015502,11.4478651617,11.447534101,11.4475299343,11.4572074034,11.4658246741
14.9,11.0075950774,10.9104230355,10.9101735353,10.9101718664,10.9195600622,10.9274962469
14.1,10.4425241787,10.373006023,10.3728131449,10.3728137776,10.381890818,10.3891613527
13.3,9.88450745385,9.83560627185,9.83545291496,9.83545565713,9.84419844774,9.85082063928
12.5,9.33197942435,9.29821821373,9.29809283437,9.29809749305,9.30648173159,9.31247472355
11.7,8.78366322553,8.76083796327,8.76073289465,8.7607392721,8.76873946435,8.77412418829
10.9,8.23853349975,8.22346285772,8.22337308899,8.22338097958,8.2309704692,8.23576957994
10.1,7.6957777564,7.68609110867,7.68601341169,7.68602259913,7.69317361274,7.69741140669
9.3,7.15476025934,7.14872154181,7.14865385776,7.14866411251,7.15534782173,7.15905013717
8.5,6.61499008385,6.61135340521,6.61129442272,6.61130549934,6.61749210139,6.62068619983
7.7,6.07609370541,6.07398623045,6.07393510238,6.07394673686,6.07960555516,6.08231998287
6.9,5.53779186957,5.53661973423,5.53657589283,5.53658779958,5.54168740587,5.54395183474
6.1,4.99988024771,4.99925375011,4.99921679035,4.99922865893,5.00373701792,5.00558206516
5.3,4.4622133301,4.46188818264,4.46185779139,4.46186928288,4.46575392039,4.46721094671
4.5,3.92469104683,3.92452297754,3.92449889253,3.92450963549,3.92773783061,3.92883871676
3.7,3.38724768381,3.38715810302,3.38714009048,3.38714967639,3.38968867752,3.39046557979
2.9,2.84984274654,2.84979353888,2.84978138207,2.8497893602,2.85160662527,2.85209171008
2.1,2.31245350242,2.31242927038,2.31242276428,2.31242863603,2.31349209197,2.31371725439
1.3,1.77506899678,1.77506528516,1.77506423414,1.77506744615,1.77534578051,1.77534233528
