time
0.0
157788000.0
315576000.0
473364000.0
631152000.0
788940000.0
946728000.0
1104516000.0
1262304000.0
1420092000.0
1577880000.0
1735668000.0
1893456000.0
2051244000.0
2209032000.0
2366820000.0
2524608000.0
2682396000.0
2840184000.0
2997972000.0
3155760000.0
3313548000.0
3471336000.0
3629124000.0
3786912000.0
3944700000.0
4102488000.0
4260276000.0
4418064000.0
4575852000.0
4733640000.0
4891428000.0
5049216000.0
5207004000.0
5364792000.0
5522580000.0
5680368000.0
5838156000.0
5995944000.0
6153732000.0
6311520000.0
6469308000.0
6627096000.0
6784884000.0
6942672000.0
7100460000.0
7258248000.0
7416036000.0
7573824000.0
7731612000.0
7889400000.0
8047188000.0
8204976000.0
8362764000.0
8520552000.0
8678340000.0
8836128000.0
8993916000.0
9151704000.0
9309492000.0
9467280000.0
9625068000.0
9782856000.0
9940644000.0
10098432000.0
10256220000.0
10414008000.0
10571796000.0
10729584000.0
10887372000.0
11045160000.0
11202948000.0
11360736000.0
11518524000.0
11676312000.0
11834100000.0
11991888000.0
12149676000.0
12307464000.0
12465252000.0
12623040000.0
12780828000.0
12938616000.0
13096404000.0
13254192000.0
13411980000.0
13569768000.0
13727556000.0
13885344000.0
14043132000.0
14200920000.0
14358708000.0
14516496000.0
14674284000.0
14832072000.0
14989860000.0
15147648000.0
15305436000.0
15463224000.0
15621012000.0
15778800000.0
15936588000.0
16094376000.0
16252164000.0
16409952000.0
16567740000.0
16725528000.0
16883316000.0
17041104000.0
17198892000.0
17356680000.0
17514468000.0
17672256000.0
17830044000.0
17987832000.0
18145620000.0
18303408000.0
18461196000.0
18618984000.0
18776772000.0
18934560000.0
19092348000.0
19250136000.0
19407924000.0
19565712000.0
19723500000.0
19881288000.0
20039076000.0
20196864000.0
20354652000.0
20512440000.0
20670228000.0
20828016000.0
20985804000.0
21143592000.0
21301380000.0
21459168000.0
21616956000.0
21774744000.0
21932532000.0
22090320000.0
22248108000.0
22405896000.0
22563684000.0
22721472000.0
22879260000.0
23037048000.0
23194836000.0
23352624000.0
23510412000.0
23668200000.0
23825988000.0
23983776000.0
24141564000.0
24299352000.0
24457140000.0
24614928000.0
24772716000.0
24930504000.0
25088292000.0
25246080000.0
25403868000.0
25561656000.0
25719444000.0
25877232000.0
26035020000.0
26192808000.0
26350596000.0
26508384000.0
26666172000.0
26823960000.0
26981748000.0
27139536000.0
27297324000.0
27455112000.0
27612900000.0
27770688000.0
27928476000.0
28086264000.0
28244052000.0
28401840000.0
28559628000.0
28717416000.0
28875204000.0
29032992000.0
29190780000.0
29348568000.0
29506356000.0
29664144000.0
29821932000.0
29979720000.0
30137508000.0
30295296000.0
30453084000.0
30610872000.0
30768660000.0
30926448000.0
31084236000.0
31242024000.0
31399812000.0
31557600000.0
31715388000.0
31873176000.0
32030964000.0
32188752000.0
32346540000.0
32504328000.0
32662116000.0
32819904000.0
32977692000.0
33135480000.0
33293268000.0
33451056000.0
33608844000.0
33766632000.0
33924420000.0
34082208000.0
34239996000.0
34397784000.0
34555572000.0
34713360000.0
34871148000.0
35028936000.0
35186724000.0
35344512000.0
35502300000.0
35660088000.0
35817876000.0
35975664000.0
36133452000.0
36291240000.0
36449028000.0
36606816000.0
36764604000.0
36922392000.0
37080180000.0
37237968000.0
37395756000.0
37553544000.0
37711332000.0
37869120000.0
38026908000.0
38184696000.0
38342484000.0
38500272000.0
38658060000.0
38815848000.0
38973636000.0
39131424000.0
39289212000.0
39447000000.0
39604788000.0
39762576000.0
39920364000.0
40078152000.0
40235940000.0
40393728000.0
40551516000.0
40709304000.0
40867092000.0
41024880000.0
41182668000.0
41340456000.0
41498244000.0
41656032000.0
41813820000.0
41971608000.0
42129396000.0
42287184000.0
42444972000.0
42602760000.0
42760548000.0
42918336000.0
43076124000.0
43233912000.0
43391700000.0
43549488000.0
43707276000.0
43865064000.0
44022852000.0
44180640000.0
44338428000.0
44496216000.0
44654004000.0
44811792000.0
44969580000.0
45127368000.0
45285156000.0
45442944000.0
45600732000.0
45758520000.0
45916308000.0
46074096000.0
46231884000.0
46389672000.0
46547460000.0
46705248000.0
46863036000.0
47020824000.0
47178612000.0
47336400000.0
