0.0,-1.51817154569,-1.68701829973,-1.85573008435,-2.02444186896,-3.5428479305,-3.71169468454,-3.88040646916,-4.04911825377
0.0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
0.0,0.760335772843,0.844759149865,0.929115042173,1.01347093448,1.77267396525,1.85709734227,1.94145323458,2.02580912688
0.0,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21,-8.87495679542e-21
0.0,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21,-4.12718991371e-21
0.0,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21,1.5562663502e-21
0.0,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21,1.62789297275e-21
0.0,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21,-2.06136908657e-21
0.0,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22,-9.6493727586e-22
0.0,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21,6.67982101652e-21
0.0,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21,1.53952415881e-21
0.0,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21,-1.95591748375e-21
0.0,-0.00279928257618,-0.00279928257618,-0.00279928257618,-0.00279928257618,-0.00279928257618,-0.00279928257618,-0.00279928257618,-0.00279928257618
0.0,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21,-2.6879782639e-21
0.0,0.00279928257618,0.00279928257618,0.00279928257618,0.00279928257618,0.00279928257618,0.00279928257618,0.00279928257618,0.00279928257618
0.0,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21,2.97865599453e-21
0.0,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23,-1.3457476054e-23
0.0,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22,8.10000626909e-22
0.0,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21,3.19096199439e-21
0.0,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21,-3.04944404448e-21
0.0,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22,3.52650597765e-22
0.0,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22,4.79235531196e-22
0.0,-0.00233601536577,-0.00233601536577,-0.00233601536577,-0.00233601536577,-0.00233601536577,-0.00233601536577,-0.00233601536577,-0.00233601536577
0.0,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21,1.90320425353e-21
0.0,0.00233601536577,0.00233601536577,0.00233601536577,0.00233601536577,0.00233601536577,0.00233601536577,0.00233601536577,0.00233601536577
0.0,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21,1.68545525136e-21
0.0,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22,-3.35592422698e-22
0.0,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21,-5.84799115378e-21
0.0,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22,8.04282327838e-22
0.0,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21,4.0019902054e-21
0.0,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21,-6.17833072706e-21
0.0,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21,-3.6109256681e-21
0.0,-0.00210840434395,-0.00210840434395,-0.00210840434395,-0.00210840434395,-0.00210840434395,-0.00210840434395,-0.00210840434395,-0.00210840434395
