2703.09488795,132.722035562,91.1917781259,78.9822431844,78.1930103804,77.5287822477,76.7318440408,75.8447617178,74.8579639591,73.7693067206,72.6746692532
2345.52932391,131.893642202,90.370631415,78.164909933,77.3758993628,76.711634845,75.9146969031,75.0275865824,74.0407594099,72.9510404076,71.8520353823
893.008899774,130.212206702,88.731626957,76.5482710761,75.7605636878,75.0960855801,74.2991498634,73.4118732373,72.4249502771,71.3358465116,70.2374733163
747.372243296,128.774659903,87.366918597,75.222132945,74.4366709091,73.7718234873,72.9748955826,72.0873268338,71.1002309251,70.0116545928,68.7606052156
531.603645458,127.300936061,85.9935662717,73.9021370177,73.1197734284,72.4544138435,71.6575047835,70.7695210509,69.7821913755,68.6943912552,67.0576883265
435.328633172,125.856517613,84.6744181597,72.6498281438,71.8713311894,71.205328656,70.4084559573,69.5199352237,68.5322945167,67.3975730375,65.3533575612
359.875829114,124.421453439,83.3873709994,71.4420342459,70.6680987656,70.0013329449,69.2045208786,68.3153376884,67.3273933048,65.8935175257,63.6683989317
308.037773091,122.997866719,82.1326950608,70.2781022365,69.5093566195,68.8417171623,68.0449963266,67.1550256035,66.1664818653,64.3548562758,62.0171791235
268.22501639,121.582910015,80.905946423,69.1527897543,68.389801984,67.7211886282,66.9245949708,66.0336893554,64.89285165,62.8181222158,60.4047615555
237.30752432,120.175404979,79.7045518455,68.0628234832,67.3061059102,66.6364291957,65.8400020805,64.9480739175,63.5239350211,61.2961361156,58.8368147601
212.46449188,118.774092701,78.526023323,67.0050964082,66.2551097282,65.5842922203,64.7880733702,63.8947738407,62.135821717,59.793605175,57.3209147113
192.115888694,117.378003675,77.368298961,65.9769946064,65.2341511891,64.5621291193,63.7661556473,62.7444258736,60.7470519994,58.3122770454,55.867806475
175.138109245,115.986313805,76.229576567,64.9762199747,64.2408867024,63.5676118771,62.7719303872,61.5180996396,59.3658517949,56.8531063598,54.4901700955
160.763883293,114.598340529,75.1082918811,64.0007597759,63.2732604948,62.5987023559,61.8032994461,60.269648498,57.995320331,55.417492599,53.198664304
148.438476078,113.213512508,74.0030739278,63.0488350115,62.3294526813,61.6536001456,60.8274158763,59.0143601012,56.6364014356,54.0082516157,51.9966380848
137.754585835,111.831352401,72.9127161354,62.1188658549,61.4078444543,60.7307080262,59.7514557846,57.7597179023,55.2891262346,52.6306127014,50.8778416604
