61.1,1020.52459536,1615.30120293,1972.4138113,2206.30170997,2367.90435509,2483.22492463,2566.84616822,2627.58727858,2671.51118359,2703.0946219
60.5,835.960816399,1346.60771924,1667.6496081,1882.27692917,2032.21931021,2139.89281954,2218.15296193,2274.98557169,2316.04148271,2345.52907567
59.9,94.6150634139,268.883991419,439.932489609,573.262749413,673.602456444,748.568599747,803.794387681,843.810800493,872.530905925,893.00872809
59.3,71.5578153731,222.28004576,362.741447513,474.386533048,559.815722356,624.166080644,671.458958625,705.590343537,730.011860425,747.372098026
58.7,59.2000000002,106.114821025,212.094098304,302.272565242,373.519293074,427.918142758,467.871541395,496.607560202,517.096257334,531.603524369
58.1,58.6000000002,72.2403404356,158.633507257,235.348733337,297.339788279,345.027303611,379.940385219,404.970514326,422.767671233,435.32852856
57.5,58.0000000002,58.5000000003,117.625473651,183.57365056,238.149072442,280.397945752,311.220720156,333.255312113,348.882264793,359.875737764
56.9,57.4000000002,57.9000000003,93.126036975,150.645027896,199.36793395,237.250413617,264.778502276,284.408104841,298.297300688,308.037692333
56.3,56.8000000002,57.3000000003,76.0973042292,126.559714964,170.448699576,204.678849506,229.452761833,247.079415749,259.524617935,268.224944417
55.7,56.2000000002,56.7000000003,64.472858835,108.937847872,148.76371275,179.8877416,202.324166364,218.25714501,229.483875992,237.307459745
55.1,55.6000000002,56.1000000003,56.8566822538,95.5382966829,131.879250564,160.313710705,180.7337244,195.21097718,205.392386738,212.464433641
54.5,55.0000000002,55.5000000003,56.0000000005,85.1715158946,118.477649114,144.5521686,163.211741187,176.422528527,185.69606279,192.115835951
53.9,54.4000000002,54.9000000003,55.4000000005,77.003328458,107.629928279,131.609980305,148.716611446,160.813969742,169.290550709,175.138061319
53.3,53.8000000002,54.3000000003,54.8000000005,70.482434132,98.7139943628,120.817515755,136.542403006,147.652242421,155.422958716,160.76383963
52.7,53.2000000002,53.7000000003,54.2000000005,65.2217153395,91.2865945737,111.695220908,126.181576992,136.408913548,143.549599268,148.438436217
52.1,52.6000000002,53.1000000003,53.6000000005,60.945576327,85.0274656725,103.894646176,117.263748584,126.697237602,133.271799467,137.75454939
51.5,52.0000000002,52.5000000003,53.0000000005,57.4613356033,79.6991254489,97.1560394371,109.511676653,118.226946103,124.289807182,128.405572718
50.9,51.4000000002,51.9000000003,52.4000000005,54.6118287654,75.1223353343,91.2823153732,102.714134781,110.77629511,116.374232812,120.156595739
50.3,50.8000000002,51.3000000003,51.8000000005,52.3670496231,71.1594726661,86.1213652487,96.7074347152,104.172998849,109.346549418,112.824588711
49.7,50.2000000002,50.7000000003,51.2000000005,51.7000000006,67.7033103592,81.5540712489,91.362870505,98.281245843,103.06579458,106.264876013
49.1,49.6000000002,50.1000000003,50.6000000005,51.1000000006,64.6691912843,77.485917767,86.5779076817,92.9925711685,97.4192101396,100.361606998
48.5,49.0000000002,49.5000000003,50.0000000005,50.5000000006,61.9894836952,73.8410261259,82.2699007338,88.2193356906,92.3155467968,95.0209338345
47.9,48.4000000002,48.9000000003,49.4000000005,49.9000000006,59.6095773547,70.5578316142,78.3715281666,83.8899794024,87.6801843655,90.1660352351
47.3,47.8000000002,48.3000000003,48.8000000005,49.3000000006,57.4849474509,67.585902179,74.8274242285,79.9455127576,83.4515203732,85.7334305948
46.7,47.2000000002,47.7000000003,48.2000000005,48.7000000006,55.578970042,64.8835631165,71.5916574169,76.336885429,79.5782585825,81.6702103986
46.1,46.6000000002,47.1000000003,47.6000000005,48.1000000006,53.8612754186,62.4161003998,68.6258182677,73.0229873883,76.017346731,77.9319281125
45.5,46.0000000002,46.5000000003,47.0000000005,47.5000000006,52.3064920738,60.1543853945,65.8975518486,69.9691122159,72.7323893483,74.4809764746
44.9,45.4000000002,45.9000000003,46.4000000005,46.9000000006,50.8932781785,58.0738105878,63.3794192063,67.1457628521,69.6924128907,71.2853232658
44.3,44.7965695671,45.2916105589,45.7896046139,46.2885505736,49.6035674245,56.153457684,61.0480051251,64.5277141437,66.8708953461,68.3175171125
43.7,44.1460195005,44.6213665145,45.1110957663,45.6056235017,48.4219763288,54.3754412754,58.8832124091,62.0932701423,64.2449966068,65.5538984165
43.1,43.3405238001,43.8221406961,44.3144537861,44.810346238,47.3353354877,52.7243865673,56.867698886,59.8236706385,61.7949428409,62.9739677281
42.5,42.6339235193,43.1163389631,43.6089304656,44.1049503453,46.3323134868,51.1870104456,54.9864246771,57.7026131628,59.5035301264,60.5598761326
41.9,41.9563944415,42.4421278486,42.9360858894,43.432820219,45.4031231458,49.7517829342,53.2262854245,55.715865127,57.3557212797,58.2960110369
41.3,41.3174327263,41.8077768024,42.3038505451,42.8017715839,44.5392557647,48.4086517093,51.5758130906,53.8509469254,55.3383161151,56.1686571735
40.7,40.7030787158,41.1988953948,41.6976445957,42.1971225589,43.7333681667,47.1488164669,50.0249302917,52.0968713342,53.4396800152,54.1657173733
40.1,40.0987239141,40.5967240181,41.0961676265,41.5959407192,42.9780936413,45.9645429913,48.564747357,50.4439279033,51.6495191477,52.2764811667
39.5,39.4967595021,39.9955566107,40.4952202222,40.995080848,42.2431309683,44.8490090602,47.1873937215,48.8835035544,49.9586932445,50.4914319689
38.9,38.895483189,39.3946418425,39.8944015886,40.3942999693,41.5304548254,43.7961760483,45.8858770877,47.4079324998,48.3590588523,48.8020854073
38.3,38.2944677717,38.7938219066,39.2936330473,39.7935515399,40.8356309424,42.8006813819,44.6539651845,46.0103700615,46.8433373471,47.2008536401
37.7,37.6935745426,38.1930475764,38.6928898376,39.1928204907,40.1560602278,41.8577480926,43.486086019,44.6846860399,45.405003589,45.6809288059
37.1,37.092747264,37.5922987186,38.0921614604,38.5921001106,39.4892296361,40.9631081401,42.3772433496,43.4253743412,44.0381903483,44.2361906173
36.5,36.4919592426,36.9915655365,37.4914425822,37.9913868151,38.8330306791,40.1129381511,41.3229447376,42.2274754861,42.7376105636,42.8611021822
35.9,35.8911962809,36.3908426515,36.890730142,37.3906784503,38.1856615964,39.3038014129,40.3191400952,41.0865120748,41.4984763219,41.5507170967
35.3,35.2904501729,35.7901268555,36.2900222414,36.7899736296,37.5456072322,38.5326106449,39.3621688431,39.9984265531,40.3164842308,40.300318085
34.7,34.6897158747,35.1894161231,35.6893176447,36.1892714259,36.9116031777,37.7902972117,38.4487148782,38.9595534837,39.1875926947,39.0145222168
34.1,34.0889901519,34.5887091388,35.0886155375,35.5885712207,36.2826027709,37.0584099817,37.5757658766,37.9664964394,38.0564600962,37.7576363922
33.5,33.488270897,33.9880050664,34.4879154157,34.9878726393,35.65774558,36.3390889682,36.7356868401,36.9907605192,36.9545923448,36.5424017781
32.9,32.8875568029,33.3873034705,33.8872170712,34.3871755625,35.0363298265,35.6306399177,35.9106759892,36.0404755211,35.8840468795,35.3596981209
32.3,32.2868472742,32.7866043714,33.2865206847,33.7864802336,34.4177922454,34.9322694573,35.1030981451,35.1128962603,34.8407967699,34.2098234272
31.7,31.6861426794,32.1859085829,32.6858271864,33.1857876281,33.8017055479,34.2431867148,34.3111858598,34.2068499362,33.8241490586,33.0905376955
31.1,31.0854453213,31.5852185999,32.085139121,32.5851003102,33.1878286511,33.5627774494,33.5341711662,33.3211741606,32.8324752994,32.0003838479
30.5,30.4847536309,30.9845331639,31.4844553112,31.9844171343,32.5757428328,32.8899177925,32.7704489167,32.4539232381,31.863595426,30.936848934
29.9,29.8840667914,30.3838516867,30.883775228,31.3837375944,31.9651382818,32.2237551862,32.0188122659,31.6035974648,30.9157444386,29.897995756
29.3,29.2833840886,29.7831736256,30.2830983735,30.7830612101,31.3557662936,31.5635233295,31.2781390288,30.7687969907,29.9872970187,28.8820340255
